"Name","Price","ProducerName","MPN","Socket","ChipSet","Unlocked","FormFactor","MemoryType","MemoryCapacity","RAMSlots","SATA","VGA","DVI","Display Port","HDMI","Wifi","Integrated Graphics","ProductPage"
"MSI H310M Gaming Plus",0,"MSI","7B28-001R","LGA 1151","H310","FALSE","Micro-ATX","DDR4","32 GB",2,4,0,0,0,0,"FALSE","FALSE",""
"MSI H310M Pro-M2",0,"MSI","7B28-002R","LGA 1151","H310","FALSE","Micro-ATX","DDR4","32 GB",2,4,0,0,0,0,"FALSE","FALSE",""
"MSI H310M Pro-M2 Plus, socket 1151",0,"MSI","7C08-001R","LGA 1151","H310","FALSE","Micro-ATX","DDR4","GB",2,4,0,0,0,1,"FALSE","FALSE",""
"MSI H310M Pro-VD",0,"MSI","7B33-002R","LGA 1151","H310","FALSE","Micro-ATX","DDR4","32 GB",2,4,0,0,0,0,"FALSE","FALSE",""
"MSI H310M Pro-VD Plus, socket 1151",0,"MSI","7C13-003R","LGA 1151","H310","FALSE","Micro-ATX","DDR4","32 GB",2,4,0,0,0,0,"FALSE","FALSE",""
"MSI H370 Gaming Plus",0,"MSI","7B22-001R","LGA 1151","H370","FALSE","ATX","DDR4","64 GB",4,5,0,0,0,0,"FALSE","FALSE",""
"MSI H370 Gaming Pro Carbon",0,"MSI","7B16-001R","LGA 1151","H370","FALSE","ATX","DDR4","64 GB",4,6,0,0,0,0,"FALSE","FALSE",""
"MSI H370M Bazooka",0,"MSI","7B24-002R","LGA 1151","H370","FALSE","Micro-ATX","DDR4","64 GB",4,6,0,0,0,0,"FALSE","FALSE",""
"MSI H410M-A Pro",0,"MSI","7C89-008R","LGA 1200","H410","FALSE","Micro-ATX","DDR4","64 GB",2,4,0,1,0,1,"FALSE","FALSE",""
"MSI H510I Pro WiFi",122.57,"MSI","7D16-002R","LGA 1200","H510","FALSE","Mini-ITX","DDR4","64 GB",2,4,0,0,1,1,"TRUE","FALSE","https://www.amazon.ca/dp/B08WC7Q1H5?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"MSI H510M Pro",0,"MSI","7D22-011R","LGA 1200","H510","FALSE","Micro-ATX","DDR4","64 GB",2,4,1,0,1,1,"TRUE","FALSE",""
"MSI H510M-A Pro",0,"MSI","7D22-009R","LGA 1200","H510","FALSE","Micro-ATX","DDR4","64 GB",2,4,1,0,0,1,"TRUE","FALSE",""
"MSI H81I",0,"MSI","7851-040R","LGA 1150","H81","FALSE","Mini-ITX","DDR3","16 GB",2,2,1,1,0,1,"FALSE","FALSE",""
"MSI H81M-E33 GL/SATA600/USB3.0/HDMI/VGA H81",0,"MSI","7817-040R","LGA 1150","H81","FALSE","Micro-ATX","DDR3","GB",2,"","","","","","FALSE","FALSE",""
"MSI H97 PC Mate",0,"MSI","7850-005R","LGA 1150","H97","FALSE","ATX","DDR3","32 GB",4,6,1,1,0,1,"FALSE","FALSE",""
"MSI H97M-E35 GL/SATA600/R/USB3.0/HDMI/DVI/VGA H97",0,"MSI","7846-007R","LGA 1150","H97","FALSE","Micro-ATX","DDR3","GB",2,"","","","","","FALSE","FALSE",""
"MSI MAG B460 Tomahawk",0,"MSI","7C81-003R","LGA 1200","B460","FALSE","ATX","DDR4","128 GB",4,6,0,0,1,1,"FALSE","FALSE",""
"MSI MAG B460M Bazooka",0,"MSI","7C82-006R","LGA 1200","B460","FALSE","Micro-ATX","DDR4","128 GB",4,4,0,1,0,1,"FALSE","FALSE",""
"MSI MAG B460M Mortar",0,"MSI","7C82-001R","LGA 1200","B460","FALSE","Micro-ATX","DDR4","128 GB",4,6,0,0,1,1,"FALSE","FALSE",""
"MSI MAG B460M Mortar WiFi",0,"MSI","7C82-004R","LGA 1200","B460","FALSE","Micro-ATX","DDR4","128 GB",4,6,0,0,1,1,"TRUE","FALSE",""
"MSI MAG B550 Tomahawk",145.06,"MSI","7C91-001R","AM4","B550","FALSE","ATX","DDR4","128 GB",4,6,0,0,1,1,"FALSE","FALSE","https://www.amazon.ca/dp/B089CWDHFZ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"MSI MAG B550M Bazooka",0,"MSI","7C94-005R","AM4","B550","FALSE","Micro-ATX","DDR4","128 GB",4,4,0,0,1,1,"FALSE","FALSE",""
"MSI MAG B550M Mortar",130.56,"MSI","7C94-006R","AM4","B550","FALSE","Micro-ATX","DDR4","128 GB",4,6,0,0,1,1,"FALSE","FALSE","https://www.amazon.ca/dp/B089CSPTRH?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"MSI MAG B550M Mortar WiFi",151.96,"MSI","7C94-001R","AM4","B550","FALSE","Micro-ATX","DDR4","128 GB",4,6,0,0,1,1,"TRUE","FALSE","https://www.amazon.ca/dp/B089CLTLDN?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"MSI MAG B560 Tomahawk WiFi",0,"MSI","7D15-005R","LGA 1200","B560","FALSE","ATX","DDR4","128 GB",4,6,0,0,1,1,"TRUE","FALSE",""
"MSI MAG B560 Torpedo",0,"MSI","7D15-007R","LGA 1200","B560","FALSE","ATX","DDR4","128 GB",4,6,0,0,1,1,"FALSE","FALSE",""
"MSI MAG B560M Bazooka",115.32,"MSI","7D18-003R","LGA 1200","B560","FALSE","Micro-ATX","DDR4","128 GB",4,6,0,0,1,1,"FALSE","FALSE","https://www.amazon.ca/dp/B08WBY8Q5V?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"MSI MAG B560M Mortar",0,"MSI","7D17-002R","LGA 1200","B560","FALSE","Micro-ATX","DDR4","128 GB",4,6,0,0,1,1,"FALSE","FALSE",""
"MSI MAG B560M Mortar WiFi",0,"MSI","7D17-001R","LGA 1200","B560","FALSE","Micro-ATX","DDR4","128 GB",4,6,0,0,1,1,"TRUE","FALSE",""
"MSI MAG B660 TOMAHAWK WIFI",0,"MSI","7D41-012R","LGA 1700","B660","FALSE","ATX","DDR5","128 GB",4,6,0,0,1,1,"TRUE","FALSE",""
"MSI MAG B660 TOMAHAWK WIFI DDR4",195.13,"MSI","7D41-001R","LGA 1700","B660","FALSE","ATX","DDR4","128 GB",4,6,0,0,1,1,"TRUE","FALSE","https://www.amazon.ca/dp/B09PXL3ZZB?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"MSI MAG B660M BAZOOKA DDR4",155.22,"MSI","7D43-004R","LGA 1700","B660","FALSE","Micro-ATX","DDR4","128 GB",4,4,0,0,1,1,"FALSE","FALSE","https://www.amazon.ca/dp/B09NTPPSBP?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"MSI MAG B660M MORTAR",0,"MSI","7D42-013R","LGA 1700","B660","FALSE","Micro-ATX","DDR5","128 GB",4,6,0,0,1,1,"FALSE","FALSE",""
"MSI MAG B660M MORTAR DDR4",0,"MSI","7D42-001R","LGA 1700","B660","FALSE","Micro-ATX","DDR4","128 GB",4,6,0,0,1,1,"FALSE","FALSE",""
"MSI MAG B660M MORTAR WIFI",0,"MSI","7D42-002R","LGA 1700","B660","FALSE","Micro-ATX","DDR5","128 GB",4,6,0,0,1,1,"TRUE","FALSE",""
"MSI MAG H670 TOMAHAWK WIFI DDR4",0,"MSI","7D25-030R","LGA 1700","H670","FALSE","ATX","DDR4","128 GB",4,6,0,0,1,1,"TRUE","FALSE",""
"MSI MAG X570S Tomahawk WiFi",232.11,"MSI","7D54-001R","AM4","X570","TRUE","ATX","DDR4","128 GB",4,6,0,0,0,1,"TRUE","FALSE","https://www.amazon.ca/dp/B09BGWJD3C?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"MSI MAG X570S Torpedo Max",0,"MSI","7D54-005R","AM4","X570","TRUE","ATX","DDR4","128 GB",4,6,0,0,0,1,"FALSE","FALSE",""
"MSI MAG Z390 Tomahawk",369.93,"MSI","7B18-001R","LGA 1151","Z390","FALSE","ATX","DDR4","GB",4,4,0,0,1,1,"FALSE","FALSE","https://www.amazon.ca/dp/B07KGBTX3X?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"MSI MAG Z390M Mortar",0,"MSI","7C00-001R","LGA 1151","Z390","FALSE","Micro-ATX","DDR4","GB",4,4,0,0,0,0,"FALSE","FALSE",""
"MSI MAG Z490 Tomahawk",118.87,"MSI","7C80-004R","LGA 1200","Z490","TRUE","ATX","DDR4","128 GB",4,6,0,0,0,0,"FALSE","FALSE","https://www.amazon.ca/dp/B0876GJWFP?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"MSI MAG Z590 Tomahawk WiFi",163.2,"MSI","7D08-001R","LGA 1200","Z590","TRUE","ATX","DDR4","128 GB",4,6,0,0,1,1,"TRUE","FALSE","https://www.amazon.ca/dp/B08WCN4NK5?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"MSI MAG Z590 Torpedo",79.05,"MSI","7D08-003R","LGA 1200","Z590","TRUE","ATX","DDR4","128 GB",4,6,0,0,1,1,"TRUE","FALSE","https://www.amazon.ca/dp/B08WCY8WFD?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"MSI MAG Z690M Mortar WiFi",0,"MSI","7D42-014R","LGA 1700","Z690","TRUE","Micro-ATX","DDR5","256 GB",4,6,0,0,1,1,"TRUE","FALSE",""
"MSI MEG B550 Unify",319.35,"MSI","7D13-002R","AM4","B550","FALSE","ATX","DDR4","128 GB",4,6,0,0,0,1,"TRUE","FALSE","https://www.amazon.ca/dp/B08Q2685ZN?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"MSI MEG B550 Unify-X",0,"MSI","7D13-007R","AM4","B550","FALSE","ATX","DDR4","64 GB",2,6,0,0,0,1,"TRUE","FALSE",""
"MSI MEG X570 ACE, AMD X570",362.68,"MSI","7C35-002R","AM4","X570","TRUE","ATX","DDR4","128 GB",4,4,0,0,0,0,"FALSE","FALSE","https://www.amazon.ca/dp/B07T3HYZ3Q?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"MSI MEG X570 Godlike, AMD X570",762.33,"MSI","7C34-002R","AM4","X570","TRUE","E-ATX","DDR4","128 GB",4,6,0,0,0,0,"FALSE","FALSE","https://www.amazon.ca/dp/B07T5QDRFN?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"MSI MEG X570 Unifiy, AMD X570-, socket AM4",282.17,"MSI","7C35-010R","AM4","X570","TRUE","ATX","DDR4","128 GB",4,4,0,0,0,0,"FALSE","FALSE","https://www.amazon.ca/dp/B07ZG6YG1K?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"MSI MEG X570S ACE Max",387.34,"MSI","7D50-001R","AM4","X570","TRUE","ATX","DDR4","128 GB",4,8,0,0,0,0,"TRUE","FALSE","https://www.amazon.ca/dp/B09BYY2NDV?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"MSI MEG X570S Unify-X Max",0,"MSI","7D51-001R","AM4","X570S","FALSE","ATX","DDR4","64 GB",2,6,0,0,0,0,"TRUE","FALSE",""
"MSI MEG Z390 ACE",297.4,"MSI","7B12-004R","LGA 1151","Z390","FALSE","ATX","DDR4","64 GB",4,6,0,0,0,0,"FALSE","FALSE","https://www.amazon.ca/dp/B07HM3M86B?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"MSI MEG Z390 Godlike",609.31,"MSI","7B10-001R","LGA 1151","Z390","FALSE","E-ATX","DDR4","GB",4,4,0,0,0,0,"FALSE","FALSE","https://www.amazon.ca/dp/B07HMGVR8D?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"MSI MEG Z490 ACE",245.89,"MSI","7C71-008R","LGA 1200","Z490","TRUE","ATX","DDR4","128 GB",4,6,0,0,0,0,"TRUE","FALSE","https://www.amazon.ca/dp/B0876H5X58?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"MSI MEG Z490 Godlike",652.83,"MSI","7C70-005R","LGA 1200","Z490","TRUE","E-ATX","DDR4","128 GB",4,6,0,0,0,0,"TRUE","FALSE","https://www.amazon.ca/dp/B0876H6RDM?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"MSI MEG Z590 ACE",308.09,"MSI","7D04-001R","LGA 1200","Z590","TRUE","ATX","DDR4","128 GB",4,6,0,0,1,1,"TRUE","FALSE","https://www.amazon.ca/dp/B08WCJRJYD?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"MSI MEG Z590 ACE Gold Edition",319.16,"MSI","7D04-002R","LGA 1200","Z590","TRUE","ATX","DDR4","128 GB",4,6,0,0,2,1,"TRUE","FALSE","https://www.amazon.ca/dp/B092HH1TN7?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"MSI MEG Z590 Godlike",0,"MSI","7D03-002R","LGA 1200","Z590","TRUE","E-ATX","DDR4","128 GB",4,6,0,0,2,0,"TRUE","FALSE",""
"MSI MEG Z590 Unify",0,"MSI","7D38-001R","LGA 1200","Z590","TRUE","ATX","DDR4","128 GB",4,6,0,0,0,1,"TRUE","FALSE",""
"MSI MEG Z590 Unify-X",0,"MSI","7D38-006R","LGA 1200","Z590","TRUE","ATX","DDR4","64 GB",2,6,0,0,0,1,"TRUE","FALSE",""
"MSI MEG Z590I Unify",348.17,"MSI","7D05-001R","LGA 1200","Z590","TRUE","Mini-ITX","DDR4","64 GB",2,4,0,0,1,1,"TRUE","FALSE","https://www.amazon.ca/dp/B08WC6VDM5?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"MSI MEG Z690 ACE",0,"MSI","7D27-001R","LGA 1700","Z690","TRUE","E-ATX","DDR5","128 GB",4,6,0,0,3,0,"TRUE","FALSE",""
"MSI MEG Z690 Godlike",0,"MSI","BZ04-001R","LGA 1700","Z690","TRUE","E-ATX","DDR5","128 GB",4,6,0,0,2,0,"TRUE","FALSE",""
"MSI MEG Z690 Unifiy",0,"MSI","7D28-001R","LGA 1700","Z690","TRUE","ATX","DDR5","128 GB",4,6,0,0,0,0,"TRUE","FALSE",""
"MSI MEG Z690 Unify-X",0,"MSI","7D28-002R","LGA 1700","Z690","TRUE","ATX","DDR5","64 GB",2,6,0,0,0,0,"TRUE","FALSE",""
"MSI MEG Z690I Unify",0,"MSI","7D29-001R","LGA 1700","Z690","TRUE","Mini-ITX","DDR5","64 GB",2,4,0,0,3,1,"TRUE","FALSE",""
"MSI MPG B550 Gaming Carbon WiFi",0,"MSI","7C91-002R","AM4","B550","FALSE","ATX","DDR4","128 GB",4,6,0,0,1,1,"TRUE","FALSE",""
"MSI MPG B550 Gaming Edge WiFi",0,"MSI","7C91-008R","AM4","B550","FALSE","ATX","DDR4","128 GB",4,6,0,0,1,1,"TRUE","FALSE",""
"MSI MPG B550 Gaming Plus",0,"MSI","7C56-003R","AM4","B550","FALSE","ATX","DDR4","128 GB",4,6,0,0,1,1,"FALSE","FALSE",""
"MSI MPG B550I Gaming Edge Max WiFi",0,"MSI","7C92-012R","AM4","B550","FALSE","Mini-ITX","DDR4","64 GB",2,4,0,0,0,1,"TRUE","FALSE",""
"MSI MPG B550I Gaming Edge WiFi",0,"MSI","7C92-002R","AM4","B550","FALSE","Mini-ITX","DDR4","64 GB",2,4,0,0,0,1,"TRUE","FALSE",""
"MSI MPG B560I Gaming Edge WiFi",151.59,"MSI","7D19-001R","LGA 1200","B560","FALSE","Mini-ITX","DDR4","64 GB",2,4,0,0,1,1,"TRUE","FALSE","https://www.amazon.ca/dp/B092HSSGDY?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"MSI MPG X570 Gaming Edge WiFi, AMD X570",528.04,"MSI","7C37-001R","AM4","X570","TRUE","ATX","DDR4","128 GB",4,6,0,0,0,1,"FALSE","FALSE","https://www.amazon.ca/dp/B08MZ22Z8S?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"MSI MPG X570 Gaming Plus, AMD X570",158.84,"MSI","7C37-004R","AM4","X570","TRUE","ATX","DDR4","128 GB",4,6,0,0,0,1,"FALSE","FALSE","https://www.amazon.ca/dp/B07T5QDRFX?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"MSI MPG X570 Gaming Pro Carbon WiFi, AMD X570",252.42,"MSI","7B93-001R","AM4","X570","TRUE","ATX","DDR4","128 GB",4,6,0,0,0,1,"FALSE","FALSE","https://www.amazon.ca/dp/B07T4M3RTR?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"MSI MPG X570S Carbon EK X",0,"MSI","7D52-002R","AM4","X570S","FALSE","ATX","DDR4","128 GB",4,8,0,0,0,1,"TRUE","FALSE",""
"MSI MPG X570S Carbon Max WiFi",275.64,"MSI","7D52-001R","AM4","X570S","FALSE","ATX","DDR4","128 GB",4,8,0,0,0,1,"TRUE","FALSE","https://www.amazon.ca/dp/B09BYXTKC6?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"MSI MPG X570S Edge Max WiFi",232.11,"MSI","7D53-003R","AM4","X570S","FALSE","ATX","DDR4","128 GB",4,6,0,0,0,0,"TRUE","FALSE","https://www.amazon.ca/dp/B09BYXFHLR?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"MSI MPG Z390 Gaming Edge AC",166.83,"MSI","7B17-002R","LGA 1151","Z390","FALSE","ATX","DDR4","64 GB",4,6,0,0,1,1,"FALSE","FALSE","https://www.amazon.ca/dp/B07HM3MD1D?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"MSI MPG Z390 Gaming Plus",145.07,"MSI","7B51-001R","LGA 1151","Z390","FALSE","ATX","DDR4","GB",4,4,0,0,0,1,"FALSE","FALSE","https://www.amazon.ca/dp/B07HMG1XP7?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"MSI MPG Z390 Gaming Pro Carbon",203.1,"MSI","7B17-012R","LGA 1151","Z390","FALSE","ATX","DDR4","64 GB",4,6,0,0,1,1,"FALSE","FALSE","https://www.amazon.ca/dp/B07HM4LVTN?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"MSI MPG Z390 Gaming Pro Carbon AC",575.74,"MSI","7B17-008R","LGA 1151","Z390","FALSE","ATX","DDR4","GB",4,4,0,0,1,1,"FALSE","FALSE","https://www.amazon.ca/dp/B07JL4Y12P?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"MSI MPG Z390I Gaming Edge AC",0,"MSI","7C04-001R","LGA 1151","Z390","FALSE","Mini-ITX","DDR4","GB",2,4,0,0,1,1,"FALSE","FALSE",""
"MSI MPG Z390M Gaming Edge AC",181.34,"MSI","7B50-002R","LGA 1151","Z390","FALSE","Micro-ATX","DDR4","GB",4,4,0,0,0,0,"FALSE","FALSE","https://www.amazon.ca/dp/B07HM753YS?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"MSI MPG Z490 Carbon EK X",0,"MSI","7C73-008R","LGA 1200","Z490","TRUE","ATX","DDR4","128 GB",4,6,0,0,1,1,"TRUE","FALSE",""
"MSI MPG Z490 Gaming Carbon WiFi",0,"MSI","7C73-001R","LGA 1200","Z490","TRUE","ATX","DDR4","128 GB",4,6,0,0,1,1,"FALSE","FALSE",""
"MSI MPG Z490 Gaming Edge WiFi",164.59,"MSI","7C79-005R","LGA 1200","Z490","TRUE","ATX","DDR4","128 GB",4,6,0,0,1,1,"TRUE","FALSE","https://www.amazon.ca/dp/B0876J8436?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"MSI MPG Z490 Gaming Plus",152.34,"MSI","7C75-007R","LGA 1200","Z490","TRUE","ATX","DDR4","128 GB",4,6,0,0,1,1,"FALSE","FALSE","https://www.amazon.ca/dp/B0876HBFVC?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"MSI MPG Z590 Gaming Carbon WiFi",207.77,"MSI","7D06-001R","LGA 1200","Z590","TRUE","ATX","DDR4","128 GB",4,6,0,0,1,1,"TRUE","FALSE","https://www.amazon.ca/dp/B08WBW8DB7?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"MSI MPG Z590 Gaming Edge WiFi",181.34,"MSI","7D07-001R","LGA 1200","Z590","TRUE","ATX","DDR4","128 GB",4,6,0,0,1,1,"TRUE","FALSE","https://www.amazon.ca/dp/B08WCNL4WF?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"MSI MPG Z590 Gaming Force",226.65,"MSI","7D06-003R","LGA 1200","Z590","TRUE","ATX","DDR4","128 GB",4,6,0,0,1,1,"FALSE","FALSE","https://www.amazon.ca/dp/B08WC8QDTC?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"MSI MPG Z590 Gaming Plus",207.75,"MSI","7D07-002R","LGA 1200","Z590","TRUE","ATX","DDR4","128 GB",4,6,0,0,1,1,"FALSE","FALSE","https://www.amazon.ca/dp/B08WCCGBH9?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"MSI MPG Z590M Gaming Edge Wifi",0,"MSI","7D12-001R","LGA 1200","Z590","TRUE","Micro-ATX","DDR4","128 GB",4,6,0,0,1,1,"TRUE","FALSE",""
"MSI MPG Z690 CARBON EK X",0,"MSI","7D30-007R","LGA 1700","Z690","TRUE","ATX","DDR5","128 GB",4,6,0,0,1,1,"TRUE","FALSE",""
"MSI MPG Z690 Carbon WiFi",0,"MSI","7D30-005R","LGA 1700","Z690","TRUE","ATX","DDR5","128 GB",4,6,0,0,1,1,"TRUE","FALSE",""
"MSI MPG Z690 Edge WiFi",0,"MSI","7D31-001R","LGA 1700","Z690","TRUE","ATX","DDR5","128 GB",4,4,0,0,1,1,"TRUE","FALSE",""
"MSI MPG Z690 Edge WiFi DDR4",0,"MSI","7D31-002R","LGA 1700","Z690","TRUE","ATX","DDR4","128 GB",4,6,0,0,1,1,"TRUE","FALSE",""
"MSI MPG Z690 Force WiFi",0,"MSI","7D30-006R","LGA 1700","Z690","TRUE","ATX","DDR5","128 GB",4,6,0,0,1,1,"TRUE","FALSE",""
"MSI Prestige X570 Creation, AMD X570",826.16,"MSI","7C36-002R","AM4","X570","TRUE","E-ATX","DDR4","128 GB",4,6,0,0,0,0,"FALSE","FALSE","https://www.amazon.ca/dp/B07T5QFXFY?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"MSI PRO B660M-A DDR4",122.57,"MSI","7D43-001R","LGA 1700","B660","FALSE","Micro-ATX","DDR4","128 GB",4,4,0,0,2,2,"FALSE","FALSE","https://www.amazon.ca/dp/B09NTMRRTL?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"MSI PRO B660M-A WIFI DDR4",129.83,"MSI","7D43-002R","LGA 1700","B660","FALSE","Micro-ATX","DDR4","128 GB",4,4,0,0,2,2,"TRUE","FALSE","https://www.amazon.ca/dp/B09PX7D8KY?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"MSI PRO B660M-B DDR4",100.81,"MSI","7D45-004R","LGA 1700","B660","FALSE","Micro-ATX","DDR4","64 GB",2,4,1,0,0,1,"FALSE","FALSE","https://www.amazon.ca/dp/B09QS7QGYM?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"MSI PRO B660M-E DDR4",0,"MSI","7D46-003R","LGA 1700","B660","FALSE","Micro-ATX","DDR4","64 GB",2,4,1,0,0,1,"FALSE","FALSE",""
"MSI PRO B660M-G DDR4",0,"MSI","7D45-001R","LGA 1700","B660","FALSE","Micro-ATX","DDR4","64 GB",2,4,1,0,1,1,"FALSE","FALSE",""
"MSI Pro B760-P WiFi DDR4",0,"MSI","7D98-001R","LGA 1700","B760","FALSE","ATX","DDR4","128 GB",4,4,0,0,1,1,"TRUE","FALSE",""
"MSI Pro B760M-A WiFi DDR4",148.69,"MSI","7D99-001R","LGA 1700","B760","FALSE","Micro-ATX","DDR4","128 GB",4,4,0,0,2,2,"TRUE","FALSE","https://www.amazon.ca/dp/B0BPB484K5?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"MSI Pro B760M-G DDR4",0,"MSI","7D90-001R","LGA 1700","B760","FALSE","Micro-ATX","DDR4","64 GB",2,4,1,0,1,1,"FALSE","FALSE",""
"MSI PRO H410M-B",0,"MSI","7D82-001R","LGA 1200","H510","FALSE","Micro-ATX","DDR4","64 GB",2,4,1,0,0,1,"FALSE","FALSE",""
"MSI PRO H610M-B DDR4",0,"MSI","7D46-002R","LGA 1700","H610","FALSE","Micro-ATX","DDR4","64 GB",2,4,1,0,0,1,"TRUE","FALSE",""
"MSI PRO H610M-G DDR4",0,"MSI","7D46-009R","LGA 1700","H610","FALSE","Micro-ATX","DDR4","64 GB",2,4,1,0,1,1,"TRUE","FALSE",""
"MSI Pro X670-P Wifi",203.1,"MSI","7D67-001R","AM5","X670E","FALSE","ATX","DDR5","128 GB",4,6,0,0,2,1,"TRUE","FALSE","https://www.amazon.ca/dp/B0B6Q1N477?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"MSI Pro Z690-A WiFi",0,"MSI","7D25-017R","LGA 1700","Z690","TRUE","ATX","DDR5","128 GB",4,6,0,0,1,1,"TRUE","FALSE",""
"MSI Pro Z690-P DDR4",0,"MSI","7D36-004R","LGA 1700","Z690","TRUE","ATX","DDR4","128 GB",4,4,0,0,1,1,"TRUE","FALSE",""
"MSI TRX40 Pro 10G",0,"MSI","7C60-001R","TRX40","TRX40","FALSE","ATX","DDR4","256 GB",8,8,0,0,0,0,"FALSE","FALSE",""
"MSI TRX40 Pro WiFi",442.47,"MSI","7C60-005R","TRX40","TRX40","FALSE","ATX","DDR4","256 GB",8,8,0,0,0,0,"FALSE","FALSE","https://www.amazon.ca/dp/B081FX6KC1?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"MSI X299 Gaming M7 ACK",0,"MSI","7A90-001R","LGA 2066","X299","TRUE","ATX","DDR4","128 GB",8,8,0,0,0,0,"FALSE","FALSE",""
"MSI X299 Gaming Pro Carbon",308.45,"MSI","7A95-002R","LGA 2066","X299","TRUE","ATX","DDR4","128 GB",8,8,0,0,0,0,"FALSE","FALSE","https://www.amazon.ca/MSI-X299-Gaming-PRO-Carbon/dp/B072JWYHVX?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B072JWYHVX"
"MSI X299 Gaming Pro Carbon AC",0,"MSI","7A95-001R","LGA 2066","X299","TRUE","ATX","DDR4","128 GB",8,8,0,0,0,0,"FALSE","FALSE",""
"MSI X299 PRO",0,"MSI","7B94-001R","LGA 2066","X299","TRUE","ATX","DDR4","256 GB",8,6,0,0,0,0,"FALSE","FALSE",""
"MSI X299 Pro 10G",0,"MSI","7B94-002R","LGA 2066","X299","TRUE","ATX","DDR4","256 GB",8,6,0,0,0,0,"FALSE","FALSE",""
"MSI X299 Raider",0,"MSI","7A94-001R","LGA 2066","X299","TRUE","ATX","DDR4","128 GB",8,8,0,0,0,0,"FALSE","FALSE",""
"MSI X299 SLI Plus",0,"MSI","7A93-001R","LGA 2066","X299","TRUE","ATX","DDR4","128 GB",8,8,0,0,0,0,"FALSE","FALSE",""
"MSI X299 Tomahawk",0,"MSI","7B05-001R","LGA 2066","X299","TRUE","ATX","DDR4","128 GB",8,8,0,0,0,0,"FALSE","FALSE",""
"MSI X299 Tomahawk AC",0,"MSI","7B05-002R","LGA 2066","X299","TRUE","ATX","DDR4","128 GB",8,8,0,0,0,0,"FALSE","FALSE",""
"MSI X299 Tomahawk Arctic",0,"MSI","7B05-003R","LGA 2066","X299","TRUE","ATX","DDR4","128 GB",8,8,0,0,0,0,"FALSE","FALSE",""
"MSI X299 XPower Gaming AC",0,"MSI","7A91-001R","LGA 2066","X299","TRUE","E-ATX","DDR4","128 GB",8,10,0,0,0,0,"FALSE","FALSE",""
"MSI X370 Gaming Plus",0,"MSI","7A33-011R","AM4","X370","TRUE","ATX","DDR4","64 GB",4,6,0,0,0,0,"FALSE","FALSE",""
